Name,in:Elevator Width,in:Elevator Length,in:Module Width,in:Module Length,in:Floor Height,in:Length Shift,in:Width Shift,in:Glass Type,in:Solid Wall Amount,out:Total SF,out:Total Steel Tonnage,out:Total EE,out:Amount Glazed,img:Image Name,threeD,,,,,
14~16~28~66~18~0~0~6~0.4,14,16,28,66,18,0,0,6,0.4,51968,376.201891,8907.596983,0.25,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_16.0_28.0_68.0_18.0_-8.0_-4.0_4.0_0.16_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_16.0_28.0_66.0_18.0_0.0_0.0_6.0_0.4.json,,,,,
14~16~28~68~18~-8~2~9~0,14,16,28,68,18,-8,2,9,0,62016,693.960626,13769.1886,0,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_16.0_28.0_68.0_18.0_-8.0_2.0_9.0_0.0_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_16.0_28.0_68.0_18.0_-8.0_-4.0_4.0_0.16.json,,,,,
14~16~28~68~18~-8~-4~4~0.16,14,16,28,68,18,-8,-4,4,0.16,64896,524.124662,9937.900641,2.13,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_16.0_28.0_74.0_16.0_-6.0_0.0_6.0_0.0_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_16.0_28.0_68.0_18.0_-8.0_2.0_9.0_0.0.json,,,,,
14~16~28~74~16~-6~0~6~0,14,16,28,74,16,-6,0,6,0,63168,498.136918,9703.489108,0,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_16.0_30.0_60.0_16.0_-4.0_0.0_8.0_0.42_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_16.0_28.0_74.0_16.0_-6.0_0.0_6.0_0.0.json,,,,,
14~16~30~60~16~-4~0~8~0.42,14,16,30,60,16,-4,0,8,0.42,53312,458.78223,10588.98559,0.19,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_16.0_30.0_62.0_18.0_-4.0_-2.0_7.0_0.27_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_16.0_30.0_60.0_16.0_-4.0_0.0_8.0_0.42.json,,,,,
14~16~30~62~18~-4~-2~7~0.27,14,16,30,62,18,-4,-2,7,0.27,58016,789.920982,16753.65416,0.85,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_16.0_30.0_74.0_16.0_4.0_2.0_8.0_0.25_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_16.0_30.0_62.0_18.0_-4.0_-2.0_7.0_0.27.json,,,,,
14~16~30~74~16~4~2~8~0.25,14,16,30,74,16,4,2,8,0.25,70112,871.631407,15296.95345,1,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_16.0_30.0_74.0_18.0_4.0_2.0_1.0_0.05_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_16.0_30.0_74.0_16.0_4.0_2.0_8.0_0.25.json,,,,,
14~16~30~74~18~4~2~1~0.05,14,16,30,74,18,4,2,1,0.05,70112,884.97343,15532.29119,9,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_16.0_30.0_76.0_18.0_4.0_-2.0_0.0_0.06_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_16.0_30.0_74.0_18.0_4.0_2.0_1.0_0.05.json,,,,,
14~16~30~76~18~4~-2~0~0.06,14,16,30,76,18,4,-2,0,0.06,72128,902.961788,15404.55856,7.33,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_16.0_32.0_60.0_18.0_-8.0_-4.0_9.0_0.14_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_16.0_30.0_76.0_18.0_4.0_-2.0_0.0_0.06.json,,,,,
14~16~32~60~18~-8~-4~9~0.14,14,16,32,60,18,-8,-4,9,0.14,65408,706.120206,13283.5433,2.57,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_18.0_24.0_70.0_15.0_-4.0_-4.0_2.0_0.46_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_16.0_32.0_60.0_18.0_-8.0_-4.0_9.0_0.14.json,,,,,
14~18~24~70~15~-4~-4~2~0.46,14,18,24,70,15,-4,-4,2,0.46,54336,394.237032,8927.782686,0.09,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_18.0_26.0_74.0_19.0_-6.0_-2.0_3.0_0.24_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_18.0_24.0_70.0_15.0_-4.0_-4.0_2.0_0.46.json,,,,,
14~18~26~74~19~-6~-2~3~0.24,14,18,26,74,19,-6,-2,3,0.24,60512,679.570909,13818.58144,1.08,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_18.0_28.0_62.0_19.0_-2.0_-2.0_6.0_0.07_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_18.0_26.0_74.0_19.0_-6.0_-2.0_3.0_0.24.json,,,,,
14~18~28~62~19~-2~-2~6~0.07,14,18,28,62,19,-2,-2,6,0.07,51712,555.455897,13216.99412,6.14,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_18.0_30.0_60.0_19.0_2.0_0.0_8.0_0.02_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_18.0_28.0_62.0_19.0_-2.0_-2.0_6.0_0.07.json,,,,,
14~18~30~60~19~2~0~8~0.02,14,18,30,60,19,2,0,8,0.02,50976,362.973945,8761.574074,24,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_20.0_24.0_62.0_15.0_6.0_-4.0_2.0_0.24_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_18.0_30.0_60.0_19.0_2.0_0.0_8.0_0.02.json,,,,,
14~20~24~62~15~6~-4~2~0.24,14,20,24,62,15,6,-4,2,0.24,47488,395.109356,10237.74427,1.08,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_20.0_24.0_62.0_15.0_6.0_-4.0_2.0_0.38_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_20.0_24.0_62.0_15.0_6.0_-4.0_2.0_0.24.json,,,,,
14~20~24~62~15~6~-4~2~0.38,14,20,24,62,15,6,-4,2,0.38,47488,395.109356,10237.74427,0.32,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_20.0_24.0_62.0_16.0_-2.0_-4.0_4.0_0.12_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_20.0_24.0_62.0_15.0_6.0_-4.0_2.0_0.38.json,,,,,
14~20~24~62~16~-2~-4~4~0.12,14,20,24,62,16,-2,-4,4,0.12,45568,524.088322,14152.25597,3.17,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_20.0_26.0_74.0_18.0_0.0_-2.0_6.0_0.44_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_20.0_24.0_62.0_16.0_-2.0_-4.0_4.0_0.12.json,,,,,
14~20~26~74~18~0~-2~6~0.44,14,20,26,74,18,0,-2,6,0.44,56160,593.706334,13008.36895,0.14,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_20.0_28.0_72.0_15.0_-2.0_0.0_1.0_0.38_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_20.0_26.0_74.0_18.0_0.0_-2.0_6.0_0.44.json,,,,,
14~20~28~72~15~-2~0~1~0.38,14,20,28,72,15,-2,0,1,0.38,56896,406.140427,8783.570022,0.32,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_20.0_28.0_76.0_17.0_0.0_-2.0_3.0_0.16_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_20.0_28.0_72.0_15.0_-2.0_0.0_1.0_0.38.json,,,,,
14~20~28~76~17~0~-2~3~0.16,14,20,28,76,17,0,-2,3,0.16,62784,635.98875,12464.4814,2.12,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_20.0_30.0_62.0_15.0_2.0_0.0_6.0_0.09_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_20.0_28.0_76.0_17.0_0.0_-2.0_3.0_0.16.json,,,,,
14~20~30~62~15~2~0~6~0.09,14,20,30,62,15,2,0,6,0.09,52000,372.489373,8814.230769,4.56,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_20.0_30.0_76.0_14.0_2.0_-4.0_8.0_0.23_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_20.0_30.0_62.0_15.0_2.0_0.0_6.0_0.09.json,,,,,
14~20~30~76~14~2~-4~8~0.23,14,20,30,76,14,2,-4,8,0.23,72544,439.288444,7451.202029,1.17,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/14.0_20.0_32.0_74.0_17.0_2.0_0.0_9.0_0.15_Perspective.png,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_20.0_30.0_76.0_14.0_2.0_-4.0_8.0_0.23.json,,,,,
14~20~32~74~17~2~0~9~0.15,14,20,32,74,17,2,0,9,0.15,68352,454.858123,8188.348549,2.33,https://dl.dropboxusercontent.com/u/16228160/D3TestData/DEImages/,https://dl.dropboxusercontent.com/u/16228160/D3TestData/threeD/3D14.0_20.0_32.0_74.0_17.0_2.0_0.0_9.0_0.15.json,,,,,
