in:name,in:width,in:length,in:core w.,in:core l.,in:floor height,in:shift l.,in:shift w.,in:concrete or steel,in:glass type,in:glazing ratio ,out:FLOOR AREA,out:DAYLIGHT FACT.,out:COOLING kwh,out:HEATING kwh,out:STEEL ece,out:CONC. Ece,out:GLAZING ece,out:TOTAL ece,img:Image Name,threeD
9.0-20.0-2.5-3.0-4.0--2.0--1.0-0.0-1.0-0.4,9,20,2.5,3,4,-2,-1,0,1,40,6384,32.2,214886,304414,297.9,278.1,94.4,4279980.0,9.0-20.0-2.5-3.0-4.0--2.0--1.0-0.0-1.0-0.4_0__Perspective.png,9.0-20.0-2.5-3.0-4.0--2.0--1.0-0.0-1.0-0.4.json
7.8-19.8-3.0-5.2-5.5-0.2--1.0-1.0-2.0-0.3,7.8,19.8,3,5.2,5.5,0.2,-1,1,2,30,4950.7,87.4,226647,296693,288.4,95.7,277.2,3273526.6,7.8-19.8-3.0-5.2-5.5-0.2--1.0-1.0-2.0-0.3_0__Perspective.png,7.8-19.8-3.0-5.2-5.5-0.2--1.0-1.0-2.0-0.3.json
8.2-18.5-2.7-5.1-6.3-1.5--0.3-1.0-2.0-0.5,8.2,18.5,2.7,5.1,6.3,1.5,-0.3,1,2,50,4831.4,87,226197,304768,416.0,115.5,291.0,3974266.9,8.2-18.5-2.7-5.1-6.3-1.5--0.3-1.0-2.0-0.5_0__Perspective.png,8.2-18.5-2.7-5.1-6.3-1.5--0.3-1.0-2.0-0.5.json
8.5-15.1-3.3-4.2-4.1--1.0--0.5-0.0-0.0-0.6,8.5,15.1,3.3,4.2,4.1,-1,-0.5,0,0,60,4036.9,41.6,168419,211710,324.9,303.3,101.9,2947225.0,8.5-15.1-3.3-4.2-4.1--1.0--0.5-0.0-0.0-0.6_0__Perspective.png,8.5-15.1-3.3-4.2-4.1--1.0--0.5-0.0-0.0-0.6.json
6.0-18.5-2.9-3.8-5.6--1.5-0.7-0.0-1.0-0.6,6,18.5,2.9,3.8,5.6,-1.5,0.7,0,1,60,3701,96,179156,231811,289.9,270.7,187.6,2768980.0,6.0-18.5-2.9-3.8-5.6--1.5-0.7-0.0-1.0-0.6_0__Perspective.png,6.0-18.5-2.9-3.8-5.6--1.5-0.7-0.0-1.0-0.6.json
6.9-16.3-3.1-4.1-5.2--0.2-0.5-1.0-0.0-0.8,6.9,16.3,3.1,4.1,5.2,-0.2,0.5,1,0,80,3418.6,78.4,180578,203602,370.4,135.6,145.9,2228804.2,6.9-16.3-3.1-4.1-5.2--0.2-0.5-1.0-0.0-0.8_0__Perspective.png,6.9-16.3-3.1-4.1-5.2--0.2-0.5-1.0-0.0-0.8.json
6.5-19.7-2.8-4.7-4.1--1.7-0.7-1.0-2.0-0.3,6.5,19.7,2.8,4.7,4.1,-1.7,0.7,1,2,30,4244.1,57.9,172406,232905,304.8,83.4,231.4,2629387.6,6.5-19.7-2.8-4.7-4.1--1.7-0.7-1.0-2.0-0.3_0__Perspective.png,6.5-19.7-2.8-4.7-4.1--1.7-0.7-1.0-2.0-0.3.json
6.9-15.6-2.5-3.2-6.2-0.0--0.8-0.0-1.0-0.5,6.9,15.6,2.5,3.2,6.2,0,-0.8,0,1,50,3488,97.1,171727,230287,315.0,294.1,200.9,2825085.0,6.9-15.6-2.5-3.2-6.2-0.0--0.8-0.0-1.0-0.5_0__Perspective.png,6.9-15.6-2.5-3.2-6.2-0.0--0.8-0.0-1.0-0.5.json
6.8-16.8-2.9-4.0-4.6-1.4--0.8-0.0-1.0-0.5,6.8,16.8,2.9,4,4.6,1.4,-0.8,0,1,50,3808.6,60,159884,216306,286.9,267.8,144.7,2663935.0,6.8-16.8-2.9-4.0-4.6-1.4--0.8-0.0-1.0-0.5_0__Perspective.png,6.8-16.8-2.9-4.0-4.6-1.4--0.8-0.0-1.0-0.5.json
7.2-16.2-2.7-3.8-4.9--2.0-0.4-0.0-1.0-0.5,7.2,16.2,2.7,3.8,4.9,-2,0.4,0,1,50,3886.1,63.1,165795,223337,297.4,277.6,148.0,2809630.0,7.2-16.2-2.7-3.8-4.9--2.0-0.4-0.0-1.0-0.5_0__Perspective.png,7.2-16.2-2.7-3.8-4.9--2.0-0.4-0.0-1.0-0.5.json
8.6-16.5-3.2-5.2-6.1--0.8--0.5-0.0-0.0-0.5,8.6,16.5,3.2,5.2,6.1,-0.8,-0.5,0,0,50,4361.8,77.5,223073,259235,358.3,334.5,157.8,3709893.0,8.6-16.5-3.2-5.2-6.1--0.8--0.5-0.0-0.0-0.5_0__Perspective.png,8.6-16.5-3.2-5.2-6.1--0.8--0.5-0.0-0.0-0.5.json
6.2-16.5-3.4-4.0-6.1-1.6--0.3-0.0-2.0-0.0,6.2,16.5,3.4,4,6.1,1.6,-0.3,0,2,0,3183.8,99.7,175581,224061,286.3,267.3,429.5,3130186.5,6.2-16.5-3.4-4.0-6.1-1.6--0.3-0.0-2.0-0.0_0__Perspective.png,6.2-16.5-3.4-4.0-6.1-1.6--0.3-0.0-2.0-0.0.json
7.1-17.5-3.3-5.0-5.3-1.0-0.2-0.0-1.0-0.8,7.1,17.5,3.3,5,5.3,1,0.2,0,1,80,3697.6,70.9,182726,242484,336.7,314.3,160.8,3001850.0,7.1-17.5-3.3-5.0-5.3-1.0-0.2-0.0-1.0-0.8_0__Perspective.png,7.1-17.5-3.3-5.0-5.3-1.0-0.2-0.0-1.0-0.8.json
6.5-19.8-3.3-5.8-6.1-1.0--0.1-1.0-1.0-0.9,6.5,19.8,3.3,5.8,6.1,1,-0.1,1,1,90,3707,96.8,208031,268869,536.1,160.9,199.6,3323512.2,6.5-19.8-3.3-5.8-6.1-1.0--0.1-1.0-1.0-0.9_0__Perspective.png,6.5-19.8-3.3-5.8-6.1-1.0--0.1-1.0-1.0-0.9.json
8.9-15.3-3.1-3.1-5.4-1.6--0.7-0.0-1.0-0.4,8.9,15.3,3.1,3.1,5.4,1.6,-0.7,0,1,40,4621.8,58.4,186668,260087,327.8,306.0,143.0,3590335.0,8.9-15.3-3.1-3.1-5.4-1.6--0.7-0.0-1.0-0.4_0__Perspective.png,8.9-15.3-3.1-3.1-5.4-1.6--0.7-0.0-1.0-0.4.json
6.9-16.7-3.1-4.2-5.7--1.8--0.3-0.0-2.0-0.0,6.9,16.7,3.1,4.2,5.7,-1.8,-0.3,0,2,0,3676.1,97.2,182717,236818,282.9,264.1,361.5,3339651.0,6.9-16.7-3.1-4.2-5.7--1.8--0.3-0.0-2.0-0.0_0__Perspective.png,6.9-16.7-3.1-4.2-5.7--1.8--0.3-0.0-2.0-0.0.json
6.9-16.0-3.1-3.5-5.8--1.9--0.7-0.0-1.0-0.0,6.9,16,3.1,3.5,5.8,-1.9,-0.7,0,1,0,3737.1,97.4,174645,230484,278.0,259.5,210.8,2796412.4,6.9-16.0-3.1-3.5-5.8--1.9--0.7-0.0-1.0-0.0_0__Perspective.png,6.9-16.0-3.1-3.5-5.8--1.9--0.7-0.0-1.0-0.0.json
7.9-16.2-3.0-4.5-4.5--0.5-0.2-1.0-0.0-0.7,7.9,16.2,3,4.5,4.5,-0.5,0.2,1,0,70,3833.5,58.2,184326,215815,503.3,115.8,118.3,2826930.4,7.9-16.2-3.0-4.5-4.5--0.5-0.2-1.0-0.0-0.7_0__Perspective.png,7.9-16.2-3.0-4.5-4.5--0.5-0.2-1.0-0.0-0.7.json
6.6-17.1-2.9-3.3-4.7--0.3-0.4-1.0-1.0-0.5,6.6,17.1,2.9,3.3,4.7,-0.3,0.4,1,1,50,3514.1,75.5,165834,215613,452.7,101.5,161.8,2515985.0,6.6-17.1-2.9-3.3-4.7--0.3-0.4-1.0-1.0-0.5_0__Perspective.png,6.6-17.1-2.9-3.3-4.7--0.3-0.4-1.0-1.0-0.5.json
7.9-16.5-3.2-3.1-4.1--1.1-0.2-0.0-2.0-0.8,7.9,16.5,3.2,3.1,4.1,-1.1,0.2,0,2,80,4136.2,39.8,165650,229113,311.8,291.1,177.0,3225828.0,7.9-16.5-3.2-3.1-4.1--1.1-0.2-0.0-2.0-0.8_0__Perspective.png,7.9-16.5-3.2-3.1-4.1--1.1-0.2-0.0-2.0-0.8.json
7.3-15.5-2.8-3.1-5.2--1.5-0.0-0.0-0.0-0.3,7.3,15.5,2.8,3.1,5.2,-1.5,0,0,0,30,3605.8,80.5,179439,203009,294.1,274.6,161.3,2631830.3,7.3-15.5-2.8-3.1-5.2--1.5-0.0-0.0-0.0-0.3_0__Perspective.png,7.3-15.5-2.8-3.1-5.2--1.5-0.0-0.0-0.0-0.3.json
8.5-18.3-2.9-3.9-5.7--0.8--0.6-0.0-1.0-0.9,8.5,18.3,2.9,3.9,5.7,-0.8,-0.6,0,1,90,5030.9,59.7,216152,298801,349.3,326.1,128.6,4045110.0,8.5-18.3-2.9-3.9-5.7--0.8--0.6-0.0-1.0-0.9_0__Perspective.png,8.5-18.3-2.9-3.9-5.7--0.8--0.6-0.0-1.0-0.9.json
8.9-16.9-2.5-5.7-6.2-0.1-0.7-0.0-0.0-0.9,8.9,16.9,2.5,5.7,6.2,0.1,0.7,0,0,90,4660.7,63.9,227443,276560,388.2,362.4,128.4,4097055.0,8.9-16.9-2.5-5.7-6.2-0.1-0.7-0.0-0.0-0.9_0__Perspective.png,8.9-16.9-2.5-5.7-6.2-0.1-0.7-0.0-0.0-0.9.json
8.7-16.9-3.2-3.6-4.9--0.6-0.3-0.0-2.0-0.1,8.7,16.9,3.2,3.6,4.9,-0.6,0.3,0,2,10,4579,65,198922,269581,303.4,283.2,261.4,3882748.0,8.7-16.9-3.2-3.6-4.9--0.6-0.3-0.0-2.0-0.1_0__Perspective.png,8.7-16.9-3.2-3.6-4.9--0.6-0.3-0.0-2.0-0.1.json
8.3-19.8-3.3-5.0-4.3--0.3--0.6-1.0-1.0-0.7,8.3,19.8,3.3,5,4.3,-0.3,-0.6,1,1,70,5071.4,48.2,210801,286550,308.5,99.7,112.1,2638543.6,8.3-19.8-3.3-5.0-4.3--0.3--0.6-1.0-1.0-0.7_0__Perspective.png,8.3-19.8-3.3-5.0-4.3--0.3--0.6-1.0-1.0-0.7.json
8.4-19.5-2.5-3.9-6.0--0.2--1.0-0.0-0.0-0.9,8.4,19.5,2.5,3.9,6,-0.2,-1,0,0,90,5433.1,62.4,246388,297295,343.3,320.5,121.9,4268767.0,8.4-19.5-2.5-3.9-6.0--0.2--1.0-0.0-0.0-0.9_0__Perspective.png,8.4-19.5-2.5-3.9-6.0--0.2--1.0-0.0-0.0-0.9.json
8.6-15.1-2.7-3.5-5.5--1.3--0.3-0.0-0.0-0.3,8.6,15.1,2.7,3.5,5.5,-1.3,-0.3,0,0,30,4220.8,72.3,198059,230850,321.5,300.1,149.3,3253761.0,8.6-15.1-2.7-3.5-5.5--1.3--0.3-0.0-0.0-0.3_0__Perspective.png,8.6-15.1-2.7-3.5-5.5--1.3--0.3-0.0-0.0-0.3.json
7.2-17.1-3.1-3.3-4.2--0.6--0.8-0.0-0.0-0.4,7.2,17.1,3.1,3.3,4.2,-0.6,-0.8,0,0,40,4033,50.9,171915,207201,279.7,261.1,121.0,2668871.0,7.2-17.1-3.1-3.3-4.2--0.6--0.8-0.0-0.0-0.4_0__Perspective.png,7.2-17.1-3.1-3.3-4.2--0.6--0.8-0.0-0.0-0.4.json
8.6-19.6-2.8-4.7-6.2-0.8-0.5-1.0-1.0-0.9,8.6,19.6,2.8,4.7,6.2,0.8,0.5,1,1,90,5363.5,68,238862,330262,439.3,128.9,140.3,3800318.6,8.6-19.6-2.8-4.7-6.2-0.8-0.5-1.0-1.0-0.9_0__Perspective.png,8.6-19.6-2.8-4.7-6.2-0.8-0.5-1.0-1.0-0.9.json
8.1-16.5-2.5-5.2-4.2-1.6-0.7-0.0-2.0-0.4,8.1,16.5,2.5,5.2,4.2,1.6,0.7,0,2,40,4422.2,44.7,169980,237216,302.9,282.7,200.3,3475552.0,8.1-16.5-2.5-5.2-4.2-1.6-0.7-0.0-2.0-0.4_0__Perspective.png,8.1-16.5-2.5-5.2-4.2-1.6-0.7-0.0-2.0-0.4.json
8.3-18.7-2.8-3.0-5.6--0.5--0.1-0.0-0.0-0.1,8.3,18.7,2.8,3,5.6,-0.5,-0.1,0,0,10,4841.2,84.7,243501,271243,293.9,274.4,164.2,3546650.0,8.3-18.7-2.8-3.0-5.6--0.5--0.1-0.0-0.0-0.1_0__Perspective.png,8.3-18.7-2.8-3.0-5.6--0.5--0.1-0.0-0.0-0.1.json
8.6-16.7-3.2-4.1-6.4--1.8--0.6-0.0-1.0-0.3,8.6,16.7,3.2,4.1,6.4,-1.8,-0.6,0,1,30,4762.1,89.8,215834,291488,334.0,311.8,181.1,3937435.0,8.6-16.7-3.2-4.1-6.4--1.8--0.6-0.0-1.0-0.3_0__Perspective.png,8.6-16.7-3.2-4.1-6.4--1.8--0.6-0.0-1.0-0.3.json
8.0-16.6-3.0-4.2-5.1-0.2--0.8-0.0-1.0-0.0,8,16.6,3,4.2,5.1,0.2,-0.8,0,1,0,4199.7,78.6,187827,252664,290.6,271.4,177.2,3104400.0,8.0-16.6-3.0-4.2-5.1-0.2--0.8-0.0-1.0-0.0_0__Perspective.png,8.0-16.6-3.0-4.2-5.1-0.2--0.8-0.0-1.0-0.0.json
6.5-15.4-3.0-3.1-5.5--0.8-0.6-0.0-0.0-0.5,6.5,15.4,3,3.1,5.5,-0.8,0.6,0,0,50,3240.6,93,169205,188262,302.3,282.3,171.8,2451109.1,6.5-15.4-3.0-3.1-5.5--0.8-0.6-0.0-0.0-0.5_0__Perspective.png,6.5-15.4-3.0-3.1-5.5--0.8-0.6-0.0-0.0-0.5.json
7.9-15.8-2.7-4.0-4.3-0.5-0.7-0.0-1.0-0.0,7.9,15.8,2.7,4,4.3,0.5,0.7,0,1,0,4000.5,59.9,164152,226632,279.2,260.7,151.1,2764210.0,7.9-15.8-2.7-4.0-4.3-0.5-0.7-0.0-1.0-0.0_0__Perspective.png,7.9-15.8-2.7-4.0-4.3-0.5-0.7-0.0-1.0-0.0.json
8.5-17.1-3.1-4.1-6.2-1.6--0.4-0.0-1.0-0.0,8.5,17.1,3.1,4.1,6.2,1.6,-0.4,0,1,0,4719.7,94.6,219206,292771,308.8,288.3,199.4,3759030.0,8.5-17.1-3.1-4.1-6.2-1.6--0.4-0.0-1.0-0.0_0__Perspective.png,8.5-17.1-3.1-4.1-6.2-1.6--0.4-0.0-1.0-0.0.json
6.2-15.4-2.7-3.1-5.5-0.9--0.6-1.0-1.0-0.6,6.2,15.4,2.7,3.1,5.5,0.9,-0.6,1,1,60,3130.2,94.5,150176,199486,347.3,121.2,186.3,2049561.5,6.2-15.4-2.7-3.1-5.5-0.9--0.6-1.0-1.0-0.6_0__Perspective.png,6.2-15.4-2.7-3.1-5.5-0.9--0.6-1.0-1.0-0.6.json
6.6-15.0-2.7-3.3-4.3--1.2-0.5-0.0-0.0-0.8,6.6,15,2.7,3.3,4.3,-1.2,0.5,0,0,80,3238.6,50.9,144977,172459,297.1,277.4,117.6,2241339.4,6.6-15.0-2.7-3.3-4.3--1.2-0.5-0.0-0.0-0.8_0__Perspective.png,6.6-15.0-2.7-3.3-4.3--1.2-0.5-0.0-0.0-0.8.json
8.4-15.9-3.4-4.0-4.6--1.2--0.5-0.0-1.0-0.4,8.4,15.9,3.4,4,4.6,-1.2,-0.5,0,1,40,4257,52.8,175379,242600,316.4,295.4,134.2,3175465.0,8.4-15.9-3.4-4.0-4.6--1.2--0.5-0.0-1.0-0.4_0__Perspective.png,8.4-15.9-3.4-4.0-4.6--1.2--0.5-0.0-1.0-0.4.json
7.9-18.0-2.9-3.2-5.8-0.2--0.7-1.0-1.0-0.6,7.9,18,2.9,3.2,5.8,0.2,-0.7,1,1,60,4590.4,83.5,212064,279854,314.5,107.7,158.5,2665863.8,7.9-18.0-2.9-3.2-5.8-0.2--0.7-1.0-1.0-0.6_0__Perspective.png,7.9-18.0-2.9-3.2-5.8-0.2--0.7-1.0-1.0-0.6.json
6.8-17.5-2.6-5.4-5.0--0.1-0.8-1.0-2.0-0.4,6.8,17.5,2.6,5.4,5,-0.1,0.8,1,2,40,3709.1,84.6,176782,230946,344.5,108.9,287.3,2747243.9,6.8-17.5-2.6-5.4-5.0--0.1-0.8-1.0-2.0-0.4_0__Perspective.png,6.8-17.5-2.6-5.4-5.0--0.1-0.8-1.0-2.0-0.4.json
7.8-15.2-3.0-4.3-5.7-1.6--0.4-0.0-1.0-0.9,7.8,15.2,3,4.3,5.7,1.6,-0.4,0,1,90,3811.2,66.7,172080,236654,362.6,338.5,141.7,3212155.0,7.8-15.2-3.0-4.3-5.7-1.6--0.4-0.0-1.0-0.9_0__Perspective.png,7.8-15.2-3.0-4.3-5.7-1.6--0.4-0.0-1.0-0.9.json
8.9-18.8-3.4-3.6-4.9-0.3--0.8-0.0-1.0-0.7,8.9,18.8,3.4,3.6,4.9,0.3,-0.8,0,1,70,5381.8,44.3,217061,300847,331.3,309.3,116.0,4071430.0,8.9-18.8-3.4-3.6-4.9-0.3--0.8-0.0-1.0-0.7_0__Perspective.png,8.9-18.8-3.4-3.6-4.9-0.3--0.8-0.0-1.0-0.7.json
7.3-17.4-3.4-4.0-5.3--1.3--0.9-0.0-2.0-0.7,7.3,17.4,3.4,4,5.3,-1.3,-0.9,0,2,70,4205,66,180966,247937,317.7,296.6,243.9,3608852.0,7.3-17.4-3.4-4.0-5.3--1.3--0.9-0.0-2.0-0.7_0__Perspective.png,7.3-17.4-3.4-4.0-5.3--1.3--0.9-0.0-2.0-0.7.json
8.4-15.3-2.7-4.7-6.0-1.8--0.1-1.0-2.0-0.8,8.4,15.3,2.7,4.7,6,1.8,-0.1,1,2,80,4101.8,68.9,184332,257298,577.6,143.2,245.3,3962564.8,8.4-15.3-2.7-4.7-6.0-1.8--0.1-1.0-2.0-0.8_0__Perspective.png,8.4-15.3-2.7-4.7-6.0-1.8--0.1-1.0-2.0-0.8.json
6.2-16.8-2.7-3.5-5.9-1.7-0.6-0.0-0.0-0.8,6.2,16.8,2.7,3.5,5.9,1.7,0.6,0,0,80,3501.1,95.8,183117,202568,315.2,294.3,165.0,2711230.0,6.2-16.8-2.7-3.5-5.9-1.7-0.6-0.0-0.0-0.8_0__Perspective.png,6.2-16.8-2.7-3.5-5.9-1.7-0.6-0.0-0.0-0.8.json
6.3-19.9-2.8-4.3-5.2--1.2--1.0-0.0-1.0-0.5,6.3,19.9,2.8,4.3,5.2,-1.2,-1,0,1,50,4256.8,83,187403,249937,277.7,259.2,167.0,2996455.0,6.3-19.9-2.8-4.3-5.2--1.2--1.0-0.0-1.0-0.5_0__Perspective.png,6.3-19.9-2.8-4.3-5.2--1.2--1.0-0.0-1.0-0.5.json
6.7-19.8-3.3-5.9-5.6--0.7--0.2-1.0-2.0-0.3,6.7,19.8,3.3,5.9,5.6,-0.7,-0.2,1,2,30,3826.3,97.4,206736,265871,478.9,117.0,354.1,3635012.0,6.7-19.8-3.3-5.9-5.6--0.7--0.2-1.0-2.0-0.3_0__Perspective.png,6.7-19.8-3.3-5.9-5.6--0.7--0.2-1.0-2.0-0.3.json
7.7-18.7-2.5-4.5-5.2-1.1--0.6-0.0-1.0-0.6,7.7,18.7,2.5,4.5,5.2,1.1,-0.6,0,1,60,4704.4,61.2,202727,272809,310.4,289.8,142.8,3495410.0,7.7-18.7-2.5-4.5-5.2-1.1--0.6-0.0-1.0-0.6_0__Perspective.png,7.7-18.7-2.5-4.5-5.2-1.1--0.6-0.0-1.0-0.6.json
6.3-17.0-3.4-4.1-6.4--1.0-0.8-0.0-1.0-0.4,6.3,17,3.4,4.1,6.4,-1,0.8,0,1,40,3439.5,99.6,182809,236328,316.7,295.7,229.3,2894830.0,6.3-17.0-3.4-4.1-6.4--1.0-0.8-0.0-1.0-0.4_0__Perspective.png,6.3-17.0-3.4-4.1-6.4--1.0-0.8-0.0-1.0-0.4.json
7.7-18.7-3.0-5.7-5.8-1.5-0.7-0.0-1.0-0.7,7.7,18.7,3,5.7,5.8,1.5,0.7,0,1,70,4626.6,75.1,210616,284452,337.5,315.1,156.2,3742245.0,7.7-18.7-3.0-5.7-5.8-1.5-0.7-0.0-1.0-0.7_0__Perspective.png,7.7-18.7-3.0-5.7-5.8-1.5-0.7-0.0-1.0-0.7.json
7.1-19.3-3.4-5.8-4.4--0.8-0.6-0.0-1.0-0.8,7.1,19.3,3.4,5.8,4.4,-0.8,0.6,0,1,80,4156.6,52.8,184074,248687,311.0,290.3,130.1,3040265.0,7.1-19.3-3.4-5.8-4.4--0.8-0.6-0.0-1.0-0.8_0__Perspective.png,7.1-19.3-3.4-5.8-4.4--0.8-0.6-0.0-1.0-0.8.json
7.0-16.5-3.3-4.7-5.1-0.8--0.3-0.0-2.0-0.2,7,16.5,3.3,4.7,5.1,0.8,-0.3,0,2,20,3447.1,86.7,171567,225605,297.4,277.6,323.0,3095807.2,7.0-16.5-3.3-4.7-5.1-0.8--0.3-0.0-2.0-0.2_0__Perspective.png,7.0-16.5-3.3-4.7-5.1-0.8--0.3-0.0-2.0-0.2.json
7.0-16.3-3.3-3.3-4.2--0.4-0.9-0.0-0.0-0.5,7,16.3,3.3,3.3,4.2,-0.4,0.9,0,0,50,3713.4,49.9,161941,193425,285.0,266.0,121.5,2497261.8,7.0-16.3-3.3-3.3-4.2--0.4-0.9-0.0-0.0-0.5_0__Perspective.png,7.0-16.3-3.3-3.3-4.2--0.4-0.9-0.0-0.0-0.5.json
7.0-19.2-3.4-3.1-5.6-1.9--1.0-0.0-0.0-0.6,7,19.2,3.4,3.1,5.6,1.9,-1,0,0,60,4697.9,79.4,216944,245925,295.8,276.2,142.3,3355784.0,7.0-19.2-3.4-3.1-5.6-1.9--1.0-0.0-0.0-0.6_0__Perspective.png,7.0-19.2-3.4-3.1-5.6-1.9--1.0-0.0-0.0-0.6.json
7.6-19.4-2.9-4.9-5.3-1.7-0.1-0.0-0.0-0.0,7.6,19.4,2.9,4.9,5.3,1.7,0.1,0,0,0,4615.9,87.3,233566,256929,283.5,264.7,168.2,3306557.0,7.6-19.4-2.9-4.9-5.3-1.7-0.1-0.0-0.0-0.0_0__Perspective.png,7.6-19.4-2.9-4.9-5.3-1.7-0.1-0.0-0.0-0.0.json
7.8-16.2-2.9-5.0-6.1-1.4-0.1-0.0-2.0-0.7,7.8,16.2,2.9,5,6.1,1.4,0.1,0,2,70,3877.1,79.1,191963,256997,360.8,336.8,288.1,3821992.0,7.8-16.2-2.9-5.0-6.1-1.4-0.1-0.0-2.0-0.7_0__Perspective.png,7.8-16.2-2.9-5.0-6.1-1.4-0.1-0.0-2.0-0.7.json
6.1-15.3-2.8-4.1-6.1-1.3--0.6-0.0-1.0-0.4,6.1,15.3,2.8,4.1,6.1,1.3,-0.6,0,1,40,3011.1,98.9,158655,206116,313.4,292.6,227.8,2510813.9,6.1-15.3-2.8-4.1-6.1-1.3--0.6-0.0-1.0-0.4_0__Perspective.png,6.1-15.3-2.8-4.1-6.1-1.3--0.6-0.0-1.0-0.4.json
8.8-15.4-3.2-3.4-5.9--1.2-0.1-0.0-1.0-0.1,8.8,15.4,3.2,3.4,5.9,-1.2,0.1,0,1,10,4276,88.5,198370,268371,319.7,298.5,190.8,3459175.0,8.8-15.4-3.2-3.4-5.9--1.2-0.1-0.0-1.0-0.1_0__Perspective.png,8.8-15.4-3.2-3.4-5.9--1.2-0.1-0.0-1.0-0.1.json
7.3-17.3-2.9-5.6-4.8--1.7-0.1-0.0-0.0-0.7,7.3,17.3,2.9,5.6,4.8,-1.7,0.1,0,0,70,3856.9,64,188654,219453,322.2,300.8,131.6,2910501.0,7.3-17.3-2.9-5.6-4.8--1.7-0.1-0.0-0.0-0.7_0__Perspective.png,7.3-17.3-2.9-5.6-4.8--1.7-0.1-0.0-0.0-0.7.json
7.7-19.2-3.1-3.2-4.7--0.7-0.4-0.0-1.0-0.6,7.7,19.2,3.1,3.2,4.7,-0.7,0.4,0,1,60,4720.4,55.2,200408,269336,298.9,279.0,131.6,3348680.0,7.7-19.2-3.1-3.2-4.7--0.7-0.4-0.0-1.0-0.6_0__Perspective.png,7.7-19.2-3.1-3.2-4.7--0.7-0.4-0.0-1.0-0.6.json
7.2-18.1-2.8-3.3-6.3-0.5--0.6-1.0-0.0-0.5,7.2,18.1,2.8,3.3,6.3,0.5,-0.6,1,0,50,4214.4,98.8,229117,246375,338.4,110.4,176.0,2633003.1,7.2-18.1-2.8-3.3-6.3-0.5--0.6-1.0-0.0-0.5_0__Perspective.png,7.2-18.1-2.8-3.3-6.3-0.5--0.6-1.0-0.0-0.5.json
7.5-19.4-2.8-3.4-4.1-1.2-0.4-0.0-2.0-0.6,7.5,19.4,2.8,3.4,4.1,1.2,0.4,0,2,60,4742.1,44.1,187988,255474,285.4,266.4,191.3,3524188.0,7.5-19.4-2.8-3.4-4.1-1.2-0.4-0.0-2.0-0.6_0__Perspective.png,7.5-19.4-2.8-3.4-4.1-1.2-0.4-0.0-2.0-0.6.json
7.2-19.9-3.1-3.2-5.1-0.9--0.8-0.0-2.0-0.6,7.2,19.9,3.1,3.2,5.1,0.9,-0.8,0,2,60,4787.8,64.7,204202,272327,290.6,271.3,239.7,3837572.0,7.2-19.9-3.1-3.2-5.1-0.9--0.8-0.0-2.0-0.6_0__Perspective.png,7.2-19.9-3.1-3.2-5.1-0.9--0.8-0.0-2.0-0.6.json
7.8-16.5-3.0-5.6-5.2--1.0--0.1-1.0-1.0-0.6,7.8,16.5,3,5.6,5.2,-1,-0.1,1,1,60,3805.2,67.6,180971,245433,561.7,128.5,159.0,3231674.8,7.8-16.5-3.0-5.6-5.2--1.0--0.1-1.0-1.0-0.6_0__Perspective.png,7.8-16.5-3.0-5.6-5.2--1.0--0.1-1.0-1.0-0.6.json
7.2-17.4-3.3-5.2-4.8-0.1-0.1-1.0-2.0-0.5,7.2,17.4,3.3,5.2,4.8,0.1,0.1,1,2,50,3518.6,73.5,181178,235298,475.9,119.6,283.0,3090834.4,7.2-17.4-3.3-5.2-4.8-0.1-0.1-1.0-2.0-0.5_0__Perspective.png,7.2-17.4-3.3-5.2-4.8-0.1-0.1-1.0-2.0-0.5.json
8.3-18.9-3.1-3.8-4.1--1.2-0.4-0.0-0.0-0.2,8.3,18.9,3.1,3.8,4.1,-1.2,0.4,0,0,20,5051.8,46.3,210110,253662,288.2,269.1,112.4,3383144.0,8.3-18.9-3.1-3.8-4.1--1.2-0.4-0.0-0.0-0.2_0__Perspective.png,8.3-18.9-3.1-3.8-4.1--1.2-0.4-0.0-0.0-0.2.json
8.9-16.8-3.0-5.8-4.0-0.0-0.0-0.0-1.0-0.7,8.9,16.8,3,5.8,4,0,0,0,1,70,4227.8,36.7,182818,254675,338.3,315.8,109.2,3227170.0,8.9-16.8-3.0-5.8-4.0-0.0-0.0-0.0-1.0-0.7_0__Perspective.png,8.9-16.8-3.0-5.8-4.0-0.0-0.0-0.0-1.0-0.7.json
8.7-15.4-2.8-5.6-6.0-1.4-0.3-1.0-1.0-0.9,8.7,15.4,2.8,5.6,6,1.4,0.3,1,1,90,4178.7,66.4,188651,265559,485.4,156.8,138.5,3262794.3,8.7-15.4-2.8-5.6-6.0-1.4-0.3-1.0-1.0-0.9_0__Perspective.png,8.7-15.4-2.8-5.6-6.0-1.4-0.3-1.0-1.0-0.9.json
7.4-16.8-2.6-4.2-4.1--1.0--0.8-1.0-0.0-0.2,7.4,16.8,2.6,4.2,4.1,-1,-0.8,1,0,20,4109.8,51.9,169278,207508,308.6,78.9,122.9,2097946.9,7.4-16.8-2.6-4.2-4.1--1.0--0.8-1.0-0.0-0.2_0__Perspective.png,7.4-16.8-2.6-4.2-4.1--1.0--0.8-1.0-0.0-0.2.json
