in:Depth,in:Height,in:Orientation,in:WWR,in:SHD,out:Cooling[kWh],out:Heating[kWh],out:Lighting[kWh],out:EffDepth[m],out:DA,out:UDI,out:CDA,out:SDA,img,threeD
6,3,45,0.4,0,1312.990352,2661.739879,61.975032,5.75,64.583333,57.291667,98.958333,96.88,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,45,0.4,0,1489.09162,2843.734258,46.933635,5.75,66.666667,52.083333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,45,0.4,0,1669.339099,3029.846012,34.814201,5.75,75,50,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_4.2.json
8,3,45,0.4,0,1526.62132,3450.070648,226.630117,4.75,45.138889,58.333333,61.805556,61.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,45,0.4,0,1698.270041,3677.147082,180.449883,5.25,50,63.194444,68.75,65.28,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,45,0.4,0,1874.719578,3907.840599,144.056415,5.25,54.166667,63.194444,72.916667,68.75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_8.0_RMH_4.2.json
10,3,90,0.4,0,1792.34298,4361.452891,770.057753,3.75,31.666667,39.444444,44.444444,40.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,90,0.4,0,1855.072586,4745.051515,592.464828,4.25,35,40.555556,48.333333,44.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,90,0.4,0,2031.594016,5101.081038,495.236552,4.75,38.888889,43.333333,50,49.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_4.2.json
6,3,90,0.4,0,1265.332879,2944.65982,94.068677,4.75,57.407407,66.666667,86.111111,73.15,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,90,0.4,0,1418.360693,3189.973958,63.969897,5.75,62.037037,59.259259,100,89.81,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,90,0.4,0,1574.434839,3426.462027,50.642036,5.75,66.666667,57.407407,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_4.2.json
8,3,90,0.4,0,1464.615436,3707.727033,296.6251,4.25,40.972222,52.083333,56.25,52.08,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,90,0.4,0,1631.957788,4017.627238,242.776576,4.25,43.75,67.361111,60.416667,56.25,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,90,0.4,0,1793.690344,4305.629414,197.930513,4.75,50,68.055556,63.888889,61.81,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_8.0_RMH_4.2.json
10,3,0,0.6,0,2027.0576,3908.108942,436.328407,6.25,50,69.444444,65,63.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,0,0.6,0,2190.290569,4155.771311,292.665211,6.75,55,66.666667,71.666667,69.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,0,0.6,0,2411.642817,4445.150647,178.056474,7.75,60.555556,63.888889,82.777778,78.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2.json
6,3,0,0.6,0,1539.87999,2485.805165,24.226081,5.75,100,50,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,0,0.6,0,1772.468156,2662.38102,18.260672,5.75,100,43.518519,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,0,0.6,0,2010.126328,2842.713972,12.352808,5.75,100,36.111111,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2.json
8,3,0,0.6,0,1720.980829,3215.766874,108.123299,7.75,65.277778,63.194444,98.611111,84.72,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,0,0.6,0,1952.127055,3399.13178,96.32462,7.75,71.527778,58.333333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,0,0.6,0,2183.598934,3632.780544,46.491399,7.75,84.722222,54.166667,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_8.0_RMH_4.2.json
10,3,135,0.6,0,1779.597239,4840.35657,585.149218,4.75,38.888889,52.222222,50.555556,48.89,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,135,0.6,0,1949.662223,5295.916117,473.657464,5.25,43.888889,61.111111,55,53.89,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,135,0.6,0,2321.335097,5359.543048,1187.63094,5.75,43.888889,77.777778,58.333333,54.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2.json
6,3,135,0.6,0,1290.498959,3354.681375,52.860681,5.75,67.708333,70.833333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,135,0.6,0,1450.233888,3668.105383,35.30972,5.75,83.333333,67.708333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,135,0.6,0,1609.942614,3967.521551,22.077766,5.75,100,62.5,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2.json
8,3,135,0.6,0,1494.418892,4134.822684,240.116758,4.75,50,77.777778,66.666667,62.5,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,135,0.6,0,1663.481988,4513.763586,165.901873,5.25,55.555556,75.694444,75.694444,68.75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,135,0.6,0,1822.730435,4887.974453,103.477143,6.25,61.111111,72.222222,95.138889,78.47,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_8.0_RMH_4.2.json
10,3,180,0.6,0,1628.31897,4913.193993,720.068949,4.75,35.555556,55.555556,50,46.67,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,180,0.6,0,1687.101502,5402.35034,553.164315,4.75,40.555556,58.333333,55,50,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,180,0.6,0,1806.427572,5897.322383,401.5888,5.75,45,79.444444,60.555556,56.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2.json
6,3,180,0.6,0,1088.981051,3454.458414,66.658487,5.75,66.666667,76.851852,100,99.07,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,180,0.6,0,1213.168607,3793.183278,40.693294,5.75,75.925926,70.37037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,180,0.6,0,1339.232117,4110.705438,23.056017,5.75,100,68.518519,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2.json
8,3,180,0.6,0,1323.01724,4237.079406,285.614988,4.75,47.916667,82.638889,62.5,60.42,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,180,0.6,0,1427.270041,4640.361545,201.485462,5.25,52.083333,77.777778,70.138889,67.36,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,180,0.6,0,1549.402966,5033.135692,131.013078,5.75,56.25,76.388889,86.111111,75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_8.0_RMH_4.2.json
10,3,225,0.6,0,1825.829888,4821.386766,765.89107,4.75,38.888889,52.777778,50,47.22,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,225,0.6,0,1928.087626,5354.047112,522.458084,5.25,42.222222,62.222222,55,50.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,225,0.6,0,2077.153473,5807.519849,406.922256,5.75,45,78.333333,62.777778,57.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2.json
6,3,225,0.6,0,1286.62519,3413.084777,58.726986,5.75,67.592593,71.296296,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,225,0.6,0,1454.651724,3735.748328,37.314174,5.75,79.62963,68.518519,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,225,0.6,0,1626.877485,4041.120875,25.84371,5.75,100,62.962963,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2.json
8,3,225,0.6,0,1516.241535,4207.2493,255.849751,4.75,49.305556,79.166667,64.583333,61.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,225,0.6,0,1663.45927,4565.930143,203.52295,5.25,55.555556,76.388889,74.305556,68.75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,225,0.6,0,1821.5979,4952.60502,126.430859,6.25,61.111111,72.222222,93.75,77.08,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_8.0_RMH_4.2.json
10,3,270,0.6,0,2029.602196,4582.07542,548.662019,5.25,40.555556,48.888889,55,51.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,270,0.6,0,2240.078062,4957.968172,449.313135,5.25,45,70,60,56.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,270,0.6,0,2440.401796,5320.020269,352.527096,6.25,50,69.444444,67.222222,64.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2.json
6,3,270,0.6,0,1582.072643,3115.815782,42.998257,5.75,75.925926,57.407407,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,270,0.6,0,1818.397636,3367.817164,35.245783,5.75,98.148148,53.703704,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,270,0.6,0,2056.23036,3621.604154,23.366116,5.75,100,47.222222,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2.json
8,3,270,0.6,0,1776.21733,3859.596798,232.371744,5.25,51.388889,68.75,72.916667,67.36,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,270,0.6,0,2000.273057,4191.83228,150.531196,5.75,56.25,65.277778,86.111111,75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_0.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.6.json
