in:Depth,in:Height,in:Orientation,in:WWR,in:SHD,out:Cooling[kWh],out:Heating[kWh],out:Lighting[kWh],out:EffDepth[m],out:DA,out:UDI,out:CDA,out:SDA,img,threeD
8,3.6,270,0.6,3,1719.401639,4336.224686,164.942805,5.75,56.25,68.055556,79.166667,70.14,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,270,0.6,3,1945.445121,4640.861833,121.635515,7.75,62.5,63.194444,100,88.19,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_8.0_RMH_4.2.json
10,3,315,0.6,3,1795.596061,4392.122894,488.949284,5.75,42.222222,46.111111,57.777778,56.67,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,315,0.6,3,1999.646128,4689.692277,437.223504,6.25,46.666667,62.222222,64.444444,64.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,315,0.6,3,2226.58865,5015.043077,288.562504,6.75,52.222222,62.222222,71.666667,70,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_4.2.json
6,3,315,0.6,3,1341.531274,2918.045004,38.087823,5.75,80.555556,50.925926,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,315,0.6,3,1553.008586,3130.728022,28.020796,5.75,100,43.518519,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,315,0.6,3,1814.870907,3321.725786,23.286193,5.75,100,34.259259,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_4.2.json
8,3,315,0.6,3,1536.757187,3657.969478,207.781216,5.75,54.166667,63.194444,75.694444,74.31,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,315,0.6,3,1743.284374,3932.022152,142.854381,7.75,60.416667,57.638889,97.916667,93.06,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,315,0.6,3,1998.821606,4180.385815,94.628134,7.75,68.055556,52.777778,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_8.0_RMH_4.2.json
10,3,45,0.6,3,1780.629778,4309.939692,389.328671,5.75,44.444444,42.222222,57.222222,55.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,45,0.6,3,1965.372888,4584.255363,293.075456,6.25,48.333333,55.555556,64.444444,62.22,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,45,0.6,3,2221.466362,4828.39133,232.201225,6.75,53.888889,63.333333,71.111111,68.89,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_4.2.json
6,3,45,0.6,3,1333.080808,2758.379098,33.631349,5.75,82.291667,51.041667,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,45,0.6,3,1542.421405,2952.553908,21.534294,5.75,100,43.75,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,45,0.6,3,1797.561653,3132.851214,14.37964,5.75,100,36.458333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_4.2.json
8,3,45,0.6,3,1538.211589,3541.307478,140.088,5.75,54.861111,63.888889,75,72.92,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,45,0.6,3,1732.968783,3770.93525,93.276912,6.75,62.5,58.333333,97.916667,85.42,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,45,0.6,3,1978.74342,3979.684901,63.328387,7.75,69.444444,52.777778,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_8.0_RMH_4.2.json
10,3,90,0.6,3,1754.634674,4615.466096,431.341249,4.75,40,46.111111,52.222222,50,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,90,0.6,3,1956.692424,4981.684712,364.158471,5.25,45,55.555556,57.777778,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,90,0.6,3,2155.155754,5342.882959,249.27267,5.75,50,67.777778,65,60,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_4.2.json
6,3,90,0.6,3,1314.50959,3095.14161,48.605613,5.75,72.222222,57.407407,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,90,0.6,3,1500.810194,3345.49618,33.030334,5.75,90.740741,53.703704,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,90,0.6,3,1726.567604,3583.401194,14.216598,5.75,100,45.37037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_4.2.json
8,3,90,0.6,3,1537.130523,3888.319838,175.522401,4.75,50,68.055556,68.055556,62.5,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,90,0.6,3,1702.958346,4182.575942,136.004499,5.25,55.555556,65.277778,77.083333,68.75,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,90,0.6,3,1919.861565,4467.462756,90.753495,7.75,62.5,59.027778,100,84.03,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_8.0_RMH_4.2.json
10,3,0,0.8,3,1842.974984,4021.392805,336.777053,6.75,55,69.444444,70,66.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,0,0.8,3,2095.151592,4293.730099,154.079751,8.25,65,61.666667,94.444444,81.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,0,0.8,3,2374.563643,4516.066227,119.856975,9.75,75,56.666667,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2.json
6,3,0,0.8,3,1418.29516,2610.628634,19.62255,5.75,100,45.37037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,0,0.8,3,1710.573342,2790.41053,12.819555,5.75,100,34.259259,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,0,0.8,3,2004.135908,2985.339507,8.90975,5.75,100,21.296296,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2.json
8,3,0,0.8,3,1607.025352,3317.69076,100.258934,7.75,70.138889,62.5,100,99.31,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,0,0.8,3,1885.762397,3535.173575,35.361937,7.75,98.611111,52.083333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,0,0.8,3,2185.288227,3747.982792,26.150613,7.75,100,44.444444,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_8.0_RMH_4.2.json
10,3,135,0.8,3,1801.519562,5063.139279,475.554289,5.25,42.222222,59.444444,55,51.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,135,0.8,3,1955.967687,5548.228678,279.781696,6.25,50,78.333333,65.555556,61.11,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,135,0.8,3,2149.364047,6012.423127,173.170537,7.25,56.666667,75.555556,78.888889,70.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2.json
6,3,135,0.8,3,1309.100627,3537.960581,35.72212,5.75,80.208333,69.791667,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,135,0.8,3,1505.846666,3856.191994,18.100827,5.75,100,63.541667,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,135,0.8,3,1707.560241,4164.794236,16.121948,5.75,100,56.25,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2.json
8,3,135,0.8,3,1536.850667,4337.135962,161.456056,5.25,54.861111,78.472222,73.611111,68.06,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,135,0.8,3,1722.258969,4713.446259,109.542721,7.75,64.583333,72.916667,100,90.28,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,135,0.8,3,1921.154052,5111.543475,47.279967,7.75,77.083333,68.055556,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_8.0_RMH_4.2.json
10,3,180,0.8,3,1599.705092,5138.882437,577.25293,4.75,40,62.222222,55,50,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,180,0.8,3,1754.826426,5666.963365,385.860069,5.75,48.888889,82.222222,65,60,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,180,0.8,3,1887.575233,6184.636547,225.450463,9.75,55,80,75,69.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2.json
6,3,180,0.8,3,1123.011092,3645.758574,43.723952,5.75,75,76.851852,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0.json
6,3.6,180,0.8,3,1281.431458,3990.04229,19.123834,5.75,100,70.37037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6.json
6,4.2,180,0.8,3,1444.043427,4321.643383,14.318899,5.75,100,63.888889,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2.json
8,3,180,0.8,3,1331.522203,4436.747282,214.128122,5.25,50.694444,82.638889,68.75,64.58,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.0.json
8,3.6,180,0.8,3,1483.66348,4868.413131,102.641688,6.25,62.5,77.777778,99.305556,81.94,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_3.6.json
8,4.2,180,0.8,3,1642.06387,5273.842222,62.446043,7.75,71.527778,73.611111,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_8.0_RMH_4.2.json
10,3,225,0.8,3,1794.362847,5116.962622,525.809497,4.75,41.666667,60,55,50.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0.json
10,3.6,225,0.8,3,1969.256878,5628.825502,330.958675,5.75,50,78.888889,65,60,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6.json
10,4.2,225,0.8,3,2156.339682,6096.652214,203.993944,6.75,55,76.666667,77.222222,69.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2.json
